MGP ID,Entrez Gene ID,Enzyme/Reactants,Gene name,Symbol
MGP000074,"134 -
adenosine A1 receptor
ADORA1",-,adenosine A1 receptor,ADORA1
MGP000075,"135 -
adenosine A2a receptor
ADORA2A",-,adenosine A2a receptor,ADORA2A
MGP000076,"136 -
adenosine A2b receptor
ADORA2B",-,adenosine A2b receptor,ADORA2B
MGP000077,"140 -
adenosine A3 receptor
ADORA3",-,adenosine A3 receptor,ADORA3
MGP000081,"148 -
adrenoceptor alpha 1A
ADRA1A",-,adrenoceptor alpha 1A,ADRA1A
MGP000080,"147 -
adrenoceptor alpha 1B
ADRA1B",-,adrenoceptor alpha 1B,ADRA1B
MGP000079,"146 -
adrenoceptor alpha 1D
ADRA1D",-,adrenoceptor alpha 1D,ADRA1D
MGP000082,"150 -
adrenoceptor alpha 2A
ADRA2A",-,adrenoceptor alpha 2A,ADRA2A
MGP000083,"151 -
adrenoceptor alpha 2B
ADRA2B",-,adrenoceptor alpha 2B,ADRA2B
MGP000084,"152 -
adrenoceptor alpha 2C
ADRA2C",-,adrenoceptor alpha 2C,ADRA2C
MGP000085,"153 -
adrenoceptor beta 1
ADRB1",-,adrenoceptor beta 1,ADRB1
MGP000086,"154 -
adrenoceptor beta 2, surface
ADRB2",-,"adrenoceptor beta 2, surface",ADRB2
MGP000087,"155 -
adrenoceptor beta 3
ADRB3",-,adrenoceptor beta 3,ADRB3
MGP000088,"156 
2.7.11.15| Reactants
adrenergic, beta, receptor kinase 1
ADRBK1",2.7.11.15| Reactants,"adrenergic, beta, receptor kinase 1",ADRBK1
MGP000089,"158 
4.3.2.2| Reactants
adenylosuccinate lyase
ADSL",4.3.2.2| Reactants,adenylosuccinate lyase,ADSL
MGP000090,"159 
6.3.4.4| Reactants
adenylosuccinate synthase
ADSS",6.3.4.4| Reactants,adenylosuccinate synthase,ADSS
MGP006432,"122622 
6.3.4.4| Reactants
adenylosuccinate synthase like 1
ADSSL1",6.3.4.4| Reactants,adenylosuccinate synthase like 1,ADSSL1
MGP006427,"121536 -
AE binding protein 2
AEBP2",-,AE binding protein 2,AEBP2
MGP000096,"166 -
amino-terminal enhancer of split
AES",-,amino-terminal enhancer of split,AES
MGP006452,"125061 
3.5.1.9| Reactants
arylformamidase
AFMID",3.5.1.9| Reactants,arylformamidase,AFMID
MGP006374,"116986 -
ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
AGAP2",-,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",AGAP2
MGP000097,"177 -
advanced glycosylation end product-specific receptor
AGER",-,advanced glycosylation end product-specific receptor,AGER
MGP000098,"178 
2.4.1.25| Reactants
amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
AGL",2.4.1.25| Reactants,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",AGL
MGP005921,"79814 
3.5.3.11| Reactants
agmatine ureohydrolase (agmatinase)
AGMAT",3.5.3.11| Reactants,agmatine ureohydrolase (agmatinase),AGMAT
MGP004863,"26523 -
argonaute RISC catalytic component 1
AGO1",-,argonaute RISC catalytic component 1,AGO1
MGP004930,"27161 
3.1.26.n2
argonaute RISC catalytic component 2
AGO2",3.1.26.n2,argonaute RISC catalytic component 2,AGO2
MGP006731,"192669 -
argonaute RISC catalytic component 3
AGO3",-,argonaute RISC catalytic component 3,AGO3
MGP006732,"192670 -
argonaute RISC catalytic component 4
AGO4",-,argonaute RISC catalytic component 4,AGO4
MGP004282,"10554 
2.3.1.51| Reactants
1-acylglycerol-3-phosphate O-acyltransferase 1
AGPAT1",2.3.1.51| Reactants,1-acylglycerol-3-phosphate O-acyltransferase 1,AGPAT1
MGP004283,"10555 
2.3.1.51| Reactants
1-acylglycerol-3-phosphate O-acyltransferase 2
AGPAT2",2.3.1.51| Reactants,1-acylglycerol-3-phosphate O-acyltransferase 2,AGPAT2
MGP005562,"56894 
2.3.1.51| Reactants
1-acylglycerol-3-phosphate O-acyltransferase 3
AGPAT3",2.3.1.51| Reactants,1-acylglycerol-3-phosphate O-acyltransferase 3,AGPAT3
MGP005563,"56895 
2.3.1.51| Reactants
1-acylglycerol-3-phosphate O-acyltransferase 4
AGPAT4",2.3.1.51| Reactants,1-acylglycerol-3-phosphate O-acyltransferase 4,AGPAT4
MGP005419,"55326 
2.3.1.51| Reactants
1-acylglycerol-3-phosphate O-acyltransferase 5
AGPAT5",2.3.1.51| Reactants,1-acylglycerol-3-phosphate O-acyltransferase 5,AGPAT5
MGP006173,"84803 
2.3.1.15| Reactants
1-acylglycerol-3-phosphate O-acyltransferase 9
AGPAT9",2.3.1.15| Reactants,1-acylglycerol-3-phosphate O-acyltransferase 9,AGPAT9
MGP003590,"8540 
2.5.1.26| Reactants
alkylglycerone phosphate synthase
AGPS",2.5.1.26| Reactants,alkylglycerone phosphate synthase,AGPS
MGP007068,"375790 -
agrin
AGRN",-,agrin,AGRN
MGP000100,"183 -
angiotensinogen (serpin peptidase inhibitor, clade A, member 8)
AGT",-,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",AGT
MGP000101,"185 -
angiotensin II receptor, type 1
AGTR1",-,"angiotensin II receptor, type 1",AGTR1
MGP000102,"186 -
angiotensin II receptor, type 2
AGTR2",-,"angiotensin II receptor, type 2",AGTR2
MGP000104,"189 
2.6.1.51| Reactants
alanine-glyoxylate aminotransferase
AGXT",2.6.1.51| Reactants,alanine-glyoxylate aminotransferase,AGXT
MGP005803,"64902 
2.6.1.44| Reactants
alanine--glyoxylate aminotransferase 2
AGXT2",2.6.1.44| Reactants,alanine--glyoxylate aminotransferase 2,AGXT2
MGP004780,"25909 -
AT hook containing transcription factor 1
AHCTF1",-,AT hook containing transcription factor 1,AHCTF1
MGP000105,"191 
3.3.1.1| Reactants
adenosylhomocysteinase
AHCY",3.3.1.1| Reactants,adenosylhomocysteinase,AHCY
MGP003907,"9447 -
absent in melanoma 2
AIM2",-,absent in melanoma 2,AIM2
MGP003842,"9255 -
aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
AIMP1",-,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,AIMP1
MGP003434,"7965 -
aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
AIMP2",-,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2,AIMP2
MGP006192,"84962 -
ajuba LIM protein
AJUBA",-,ajuba LIM protein,AJUBA
MGP000106,"203 
2.7.4.3| Reactants
adenylate kinase 1
AK1",2.7.4.3| Reactants,adenylate kinase 1,AK1
MGP000107,"204 
2.7.4.3| Reactants
adenylate kinase 2
AK2",2.7.4.3| Reactants,adenylate kinase 2,AK2
MGP005074,"50808 
2.7.4.10| Reactants
adenylate kinase 3
AK3",2.7.4.10| Reactants,adenylate kinase 3,AK3
MGP004845,"26289 
2.7.4.3| Reactants
adenylate kinase 5
AK5",2.7.4.3| Reactants,adenylate kinase 5,AK5
MGP003462,"8165 -
A kinase (PRKA) anchor protein 1
AKAP1",-,A kinase (PRKA) anchor protein 1,AKAP1
MGP004483,"11216 -
A kinase (PRKA) anchor protein 10
AKAP10",-,A kinase (PRKA) anchor protein 10,AKAP10
MGP004482,"11214 -
A kinase (PRKA) anchor protein 13
AKAP13",-,A kinase (PRKA) anchor protein 13,AKAP13
MGP003924,"9495 -
A kinase (PRKA) anchor protein 5
AKAP5",-,A kinase (PRKA) anchor protein 5,AKAP5
MGP004200,"10327 
1.1.1.2| Reactants
aldo-keto reductase family 1, member A1 (aldehyde reductase)
AKR1A1",1.1.1.2| Reactants,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",AKR1A1
MGP000127,"231 
1.1.1.21| Reactants
aldo-keto reductase family 1, member B1 (aldose reductase)
AKR1B1",1.1.1.21| Reactants,"aldo-keto reductase family 1, member B1 (aldose reductase)",AKR1B1
MGP005586,"57016 
1.1.1.-| Reactants
aldo-keto reductase family 1, member B10 (aldose reductase)
AKR1B10",1.1.1.-| Reactants,"aldo-keto reductase family 1, member B10 (aldose reductase)",AKR1B10
MGP000805,"1645 
1.1.1.-| Reactants
aldo-keto reductase family 1, member C1
AKR1C1",1.1.1.-| Reactants,"aldo-keto reductase family 1, member C1",AKR1C1
MGP000806,"1646 
1.-.-.-| Reactants
aldo-keto reductase family 1, member C2
AKR1C2",1.-.-.-| Reactants,"aldo-keto reductase family 1, member C2",AKR1C2
MGP003628,"8644 
1.-.-.-| Reactants
aldo-keto reductase family 1, member C3
AKR1C3",1.-.-.-| Reactants,"aldo-keto reductase family 1, member C3",AKR1C3
MGP000541,"1109 
1.1.1.-| Reactants
aldo-keto reductase family 1, member C4
AKR1C4",1.1.1.-| Reactants,"aldo-keto reductase family 1, member C4",AKR1C4
MGP002975,"6718 
1.3.1.3| Reactants
aldo-keto reductase family 1, member D1
AKR1D1",1.3.1.3| Reactants,"aldo-keto reductase family 1, member D1",AKR1D1
MGP003609,"8574 
1.1.1.n11
aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
AKR7A2",1.1.1.n11,"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)",AKR7A2
MGP004555,"22977 
1.-.-.-
aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)
AKR7A3",1.-.-.-,"aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)",AKR7A3
MGP000108,"207 
2.7.11.1| Reactants
v-akt murine thymoma viral oncogene homolog 1
AKT1",2.7.11.1| Reactants,v-akt murine thymoma viral oncogene homolog 1,AKT1
MGP006129,"84335 -
AKT1 substrate 1 (proline-rich)
AKT1S1",-,AKT1 substrate 1 (proline-rich),AKT1S1
MGP000109,"208 
2.7.11.1| Reactants
v-akt murine thymoma viral oncogene homolog 2
AKT2",2.7.11.1| Reactants,v-akt murine thymoma viral oncogene homolog 2,AKT2
MGP004080,"10000 
2.7.11.1| Reactants
v-akt murine thymoma viral oncogene homolog 3
AKT3",2.7.11.1| Reactants,v-akt murine thymoma viral oncogene homolog 3,AKT3
MGP000110,"210 
4.2.1.24| Reactants
aminolevulinate dehydratase
ALAD",4.2.1.24| Reactants,aminolevulinate dehydratase,ALAD
MGP000111,"211 
2.3.1.37| Reactants
5'-aminolevulinate synthase 1
ALAS1",2.3.1.37| Reactants,5'-aminolevulinate synthase 1,ALAS1
MGP000112,"212 
2.3.1.37| Reactants
5'-aminolevulinate synthase 2
ALAS2",2.3.1.37| Reactants,5'-aminolevulinate synthase 2,ALAS2
MGP000113,"213 -
albumin
ALB",-,albumin,ALB
MGP000114,"214 -
activated leukocyte cell adhesion molecule
ALCAM",-,activated leukocyte cell adhesion molecule,ALCAM
MGP000116,"216 
1.2.1.36| Reactants
aldehyde dehydrogenase 1 family, member A1
ALDH1A1",1.2.1.36| Reactants,"aldehyde dehydrogenase 1 family, member A1",ALDH1A1
MGP003719,"8854 
1.2.1.36| Reactants
aldehyde dehydrogenase 1 family, member A2
ALDH1A2",1.2.1.36| Reactants,"aldehyde dehydrogenase 1 family, member A2",ALDH1A2
MGP000120,"220 
1.2.1.5| Reactants
aldehyde dehydrogenase 1 family, member A3
ALDH1A3",1.2.1.5| Reactants,"aldehyde dehydrogenase 1 family, member A3",ALDH1A3
MGP000119,"219 
1.2.1.3| Reactants
aldehyde dehydrogenase 1 family, member B1
ALDH1B1",1.2.1.3| Reactants,"aldehyde dehydrogenase 1 family, member B1",ALDH1B1
MGP004373,"10840 
1.5.1.6| Reactants
aldehyde dehydrogenase 1 family, member L1
ALDH1L1",1.5.1.6| Reactants,"aldehyde dehydrogenase 1 family, member L1",ALDH1L1
MGP000117,"217 
1.2.1.3| Reactants
aldehyde dehydrogenase 2 family (mitochondrial)
ALDH2",1.2.1.3| Reactants,aldehyde dehydrogenase 2 family (mitochondrial),ALDH2
MGP000118,"218 
1.2.1.5| Reactants
aldehyde dehydrogenase 3 family, member A1
ALDH3A1",1.2.1.5| Reactants,"aldehyde dehydrogenase 3 family, member A1",ALDH3A1
MGP000122,"224 
1.2.1.3| Reactants
aldehyde dehydrogenase 3 family, member A2
ALDH3A2",1.2.1.3| Reactants,"aldehyde dehydrogenase 3 family, member A2",ALDH3A2
MGP003635,"8659 
1.2.1.88| Reactants
aldehyde dehydrogenase 4 family, member A1
ALDH4A1",1.2.1.88| Reactants,"aldehyde dehydrogenase 4 family, member A1",ALDH4A1
MGP003428,"7915 
1.2.1.24| Reactants
aldehyde dehydrogenase 5 family, member A1
ALDH5A1",1.2.1.24| Reactants,"aldehyde dehydrogenase 5 family, member A1",ALDH5A1
MGP001949,"4329 
1.2.1.18| Reactants
aldehyde dehydrogenase 6 family, member A1
ALDH6A1",1.2.1.18| Reactants,"aldehyde dehydrogenase 6 family, member A1",ALDH6A1
MGP000254,"501 
1.2.1.31| Reactants
aldehyde dehydrogenase 7 family, member A1
ALDH7A1",1.2.1.31| Reactants,"aldehyde dehydrogenase 7 family, member A1",ALDH7A1
MGP000121,"223 
1.2.1.47| Reactants
aldehyde dehydrogenase 9 family, member A1
ALDH9A1",1.2.1.47| Reactants,"aldehyde dehydrogenase 9 family, member A1",ALDH9A1
MGP000124,"226 
4.1.2.13| Reactants
aldolase A, fructose-bisphosphate
ALDOA",4.1.2.13| Reactants,"aldolase A, fructose-bisphosphate",ALDOA
MGP000125,"229 
4.1.2.13| Reactants
aldolase B, fructose-bisphosphate
ALDOB",4.1.2.13| Reactants,"aldolase B, fructose-bisphosphate",ALDOB
MGP000126,"230 
4.1.2.13| Reactants
aldolase C, fructose-bisphosphate
ALDOC",4.1.2.13| Reactants,"aldolase C, fructose-bisphosphate",ALDOC
MGP005529,"56052 
2.4.1.142| Reactants
ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase
ALG1",2.4.1.142| Reactants,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase",ALG1
MGP006188,"84920 
2.4.1.256
ALG10, alpha-1,2-glucosyltransferase
ALG10",2.4.1.256,"ALG10, alpha-1,2-glucosyltransferase",ALG10
MGP006598,"144245 
2.4.1.256
ALG10B, alpha-1,2-glucosyltransferase
ALG10B",2.4.1.256,"ALG10B, alpha-1,2-glucosyltransferase",ALG10B
MGP007215,"440138 
2.4.1.131
ALG11, alpha-1,2-mannosyltransferase
ALG11",2.4.1.131,"ALG11, alpha-1,2-mannosyltransferase",ALG11
MGP005853,"79087 
2.4.1.260
ALG12, alpha-1,6-mannosyltransferase
ALG12",2.4.1.260,"ALG12, alpha-1,6-mannosyltransferase",ALG12
MGP005928,"79868 
2.4.1.141| Reactants
ALG13, UDP-N-acetylglucosaminyltransferase subunit
ALG13",2.4.1.141| Reactants,"ALG13, UDP-N-acetylglucosaminyltransferase subunit",ALG13
MGP006748,"199857 -
ALG14, UDP-N-acetylglucosaminyltransferase subunit
ALG14",-,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",ALG14
MGP006203,"85365 
2.4.1.132| Reactants
ALG2, alpha-1,3/1,6-mannosyltransferase
ALG2",2.4.1.132| Reactants,"ALG2, alpha-1,3/1,6-mannosyltransferase",ALG2
MGP004159,"10195 
2.4.1.258
ALG3, alpha-1,3- mannosyltransferase
ALG3",2.4.1.258,"ALG3, alpha-1,3- mannosyltransferase",ALG3
MGP005011,"29880 
2.4.1.117| Reactants
ALG5, dolichyl-phosphate beta-glucosyltransferase
ALG5",2.4.1.117| Reactants,"ALG5, dolichyl-phosphate beta-glucosyltransferase",ALG5
MGP005024,"29929 
2.4.1.267
ALG6, alpha-1,3-glucosyltransferase
ALG6",2.4.1.267,"ALG6, alpha-1,3-glucosyltransferase",ALG6
MGP005848,"79053 
2.4.1.265
ALG8, alpha-1,3-glucosyltransferase
ALG8",2.4.1.265,"ALG8, alpha-1,3-glucosyltransferase",ALG8
MGP005918,"79796 
2.4.1.259
ALG9, alpha-1,2-mannosyltransferase
ALG9",2.4.1.259,"ALG9, alpha-1,2-mannosyltransferase",ALG9
MGP006429,"121642 
1.14.11.33
alkB, alkylation repair homolog 2 (E. coli)
ALKBH2",1.14.11.33,"alkB, alkylation repair homolog 2 (E. coli)",ALKBH2
MGP006819,"221120 
1.14.11.-
alkB, alkylation repair homolog 3 (E. coli)
ALKBH3",1.14.11.-,"alkB, alkylation repair homolog 3 (E. coli)",ALKBH3
MGP003416,"7840 -
Alstrom syndrome 1
ALMS1",-,Alstrom syndrome 1,ALMS1
MGP000128,"239 
1.13.11.31| Reactants
arachidonate 12-lipoxygenase
ALOX12",1.13.11.31| Reactants,arachidonate 12-lipoxygenase,ALOX12
MGP000131,"242 
1.13.11.-
arachidonate 12-lipoxygenase, 12R type
ALOX12B",1.13.11.-,"arachidonate 12-lipoxygenase, 12R type",ALOX12B
MGP000132,"246 
1.13.11.33| Reactants
arachidonate 15-lipoxygenase
ALOX15",1.13.11.33| Reactants,arachidonate 15-lipoxygenase,ALOX15
MGP000133,"247 
1.13.11.33| Reactants
arachidonate 15-lipoxygenase, type B
ALOX15B",1.13.11.33| Reactants,"arachidonate 15-lipoxygenase, type B",ALOX15B
MGP000129,"240 
1.13.11.34;| Reactants
arachidonate 5-lipoxygenase
ALOX5",1.13.11.34;| Reactants,arachidonate 5-lipoxygenase,ALOX5
MGP000130,"241 -
arachidonate 5-lipoxygenase-activating protein
ALOX5AP",-,arachidonate 5-lipoxygenase-activating protein,ALOX5AP
MGP000134,"249 
3.1.3.1| Reactants
alkaline phosphatase, liver/bone/kidney
ALPL",3.1.3.1| Reactants,"alkaline phosphatase, liver/bone/kidney",ALPL
MGP004157,"10189 -
Aly/REF export factor
ALYREF",-,Aly/REF export factor,ALYREF
MGP004717,"23600 
5.1.99.4| Reactants
alpha-methylacyl-CoA racemase
AMACR",5.1.99.4| Reactants,alpha-methylacyl-CoA racemase,AMACR
MGP000135,"259 -
alpha-1-microglobulin/bikunin precursor
AMBP",-,alpha-1-microglobulin/bikunin precursor,AMBP
MGP005453,"55626 -
autophagy/beclin-1 regulator 1
AMBRA1",-,autophagy/beclin-1 regulator 1,AMBRA1
MGP000136,"262 
4.1.1.50| Reactants
adenosylmethionine decarboxylase 1
AMD1",4.1.1.50| Reactants,adenosylmethionine decarboxylase 1,AMD1
MGP006597,"144193 
3.5.2.7| Reactants
amidohydrolase domain containing 1
AMDHD1",3.5.2.7| Reactants,amidohydrolase domain containing 1,AMDHD1
MGP005094,"51005 
3.5.1.25| Reactants
amidohydrolase domain containing 2
AMDHD2",3.5.1.25| Reactants,amidohydrolase domain containing 2,AMDHD2
MGP006559,"139285 -
APC membrane recruitment protein 1
AMER1",-,APC membrane recruitment protein 1,AMER1
MGP006408,"120425 -
adhesion molecule, interacts with CXADR antigen 1
AMICA1",-,"adhesion molecule, interacts with CXADR antigen 1",AMICA1
MGP006052,"81693 -
amnion associated transmembrane protein
AMN",-,amnion associated transmembrane protein,AMN
MGP006662,"154810 -
angiomotin like 1
AMOTL1",-,angiomotin like 1,AMOTL1
MGP005183,"51421 -
angiomotin like 2
AMOTL2",-,angiomotin like 2,AMOTL2
MGP000137,"270 
3.5.4.6| Reactants
adenosine monophosphate deaminase 1
AMPD1",3.5.4.6| Reactants,adenosine monophosphate deaminase 1,AMPD1
MGP000138,"271 
3.5.4.6| Reactants
adenosine monophosphate deaminase 2
AMPD2",3.5.4.6| Reactants,adenosine monophosphate deaminase 2,AMPD2
MGP000139,"272 
3.5.4.6| Reactants
adenosine monophosphate deaminase 3
AMPD3",3.5.4.6| Reactants,adenosine monophosphate deaminase 3,AMPD3
MGP000140,"275 
2.1.2.10| Reactants
aminomethyltransferase
AMT",2.1.2.10| Reactants,aminomethyltransferase,AMT
MGP000141,"276 
3.2.1.1| Reactants
amylase, alpha 1A (salivary)
AMY1A",3.2.1.1| Reactants,"amylase, alpha 1A (salivary)",AMY1A
MGP000142,"277 
3.2.1.1| Reactants
amylase, alpha 1B (salivary)
AMY1B",3.2.1.1| Reactants,"amylase, alpha 1B (salivary)",AMY1B
MGP000143,"278 
3.2.1.1| Reactants
amylase, alpha 1C (salivary)
AMY1C",3.2.1.1| Reactants,"amylase, alpha 1C (salivary)",AMY1C
MGP000144,"279 
3.2.1.1| Reactants
amylase, alpha 2A (pancreatic)
AMY2A",3.2.1.1| Reactants,"amylase, alpha 2A (pancreatic)",AMY2A
MGP000145,"280 
3.2.1.1| Reactants
amylase, alpha 2B (pancreatic)
AMY2B",3.2.1.1| Reactants,"amylase, alpha 2B (pancreatic)",AMY2B
MGP005783,"64682 -
anaphase promoting complex subunit 1
ANAPC1",-,anaphase promoting complex subunit 1,ANAPC1
MGP004222,"10393 -
anaphase promoting complex subunit 10
ANAPC10",-,anaphase promoting complex subunit 10,ANAPC10
MGP005201,"51529 -
anaphase promoting complex subunit 11
ANAPC11",-,anaphase promoting complex subunit 11,ANAPC11
MGP004770,"25847 -
anaphase promoting complex subunit 13
ANAPC13",-,anaphase promoting complex subunit 13,ANAPC13
MGP005012,"29882 -
anaphase promoting complex subunit 2
ANAPC2",-,anaphase promoting complex subunit 2,ANAPC2
MGP005028,"29945 -
anaphase promoting complex subunit 4
ANAPC4",-,anaphase promoting complex subunit 4,ANAPC4
MGP005186,"51433 -
anaphase promoting complex subunit 5
ANAPC5",-,anaphase promoting complex subunit 5,ANAPC5
MGP005187,"51434 -
anaphase promoting complex subunit 7
ANAPC7",-,anaphase promoting complex subunit 7,ANAPC7
MGP000146,"284 -
angiopoietin 1
ANGPT1",-,angiopoietin 1,ANGPT1
MGP000147,"285 -
angiopoietin 2
ANGPT2",-,angiopoietin 2,ANGPT2
MGP005175,"51378 -
angiopoietin 4
ANGPT4",-,angiopoietin 4,ANGPT4
MGP005127,"51129 -
angiopoietin-like 4
ANGPTL4",-,angiopoietin-like 4,ANGPTL4
MGP000148,"286 -
ankyrin 1, erythrocytic
ANK1",-,"ankyrin 1, erythrocytic",ANK1
MGP000149,"287 -
ankyrin 2, neuronal
ANK2",-,"ankyrin 2, neuronal",ANK2
MGP000150,"288 -
ankyrin 3, node of Ranvier (ankyrin G)
ANK3",-,"ankyrin 3, node of Ranvier (ankyrin G)",ANK3
MGP004596,"23141 -
ankyrin repeat and LEM domain containing 2
ANKLE2",-,ankyrin repeat and LEM domain containing 2,ANKLE2
MGP004908,"27063 -
ankyrin repeat domain 1 (cardiac muscle)
ANKRD1",-,ankyrin repeat domain 1 (cardiac muscle),ANKRD1
MGP005372,"55107 -
anoctamin 1, calcium activated chloride channel
ANO1",-,"anoctamin 1, calcium activated chloride channel",ANO1
MGP005379,"55129 -
anoctamin 10
ANO10",-,anoctamin 10,ANO10
MGP005593,"57101 -
anoctamin 2, calcium activated chloride channel
ANO2",-,"anoctamin 2, calcium activated chloride channel",ANO2
MGP005736,"63982 -
anoctamin 3
ANO3",-,anoctamin 3,ANO3
MGP006428,"121601 -
anoctamin 4
ANO4",-,anoctamin 4,ANO4
MGP006761,"203859 -
anoctamin 5
ANO5",-,anoctamin 5,ANO5
MGP006737,"196527 -
anoctamin 6
ANO6",-,anoctamin 6,ANO6
MGP005067,"50636 -
anoctamin 7
ANO7",-,anoctamin 7,ANO7
MGP005671,"57719 -
anoctamin 8
ANO8",-,anoctamin 8,ANO8
MGP006988,"338440 -
anoctamin 9
ANO9",-,anoctamin 9,ANO9
MGP003458,"8125 -
acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
ANP32A",-,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",ANP32A
MGP000151,"290 
3.4.11.2| Reactants
alanyl (membrane) aminopeptidase
ANPEP",3.4.11.2| Reactants,alanyl (membrane) aminopeptidase,ANPEP
MGP000155,"301 -
annexin A1
ANXA1",-,annexin A1,ANXA1
MGP000156,"302 -
annexin A2
ANXA2",-,annexin A2,ANXA2
MGP000012,"26 
1.4.3.22| Reactants
amine oxidase, copper containing 1
AOC1",1.4.3.22| Reactants,"amine oxidase, copper containing 1",AOC1
MGP003626,"8639 
1.4.3.21| Reactants
amine oxidase, copper containing 3
AOC3",1.4.3.21| Reactants,"amine oxidase, copper containing 3",AOC3
MGP000157,"316 
1.2.3.1| Reactants
aldehyde oxidase 1
AOX1",1.2.3.1| Reactants,aldehyde oxidase 1,AOX1
MGP000093,"162 -
adaptor-related protein complex 1, beta 1 subunit
AP1B1",-,"adaptor-related protein complex 1, beta 1 subunit",AP1B1
MGP000095,"164 -
adaptor-related protein complex 1, gamma 1 subunit
AP1G1",-,"adaptor-related protein complex 1, gamma 1 subunit",AP1G1
MGP003742,"8907 -
adaptor-related protein complex 1, mu 1 subunit
AP1M1",-,"adaptor-related protein complex 1, mu 1 subunit",AP1M1
MGP004100,"10053 -
adaptor-related protein complex 1, mu 2 subunit
AP1M2",-,"adaptor-related protein complex 1, mu 2 subunit",AP1M2
MGP000575,"1174 -
adaptor-related protein complex 1, sigma 1 subunit
AP1S1",-,"adaptor-related protein complex 1, sigma 1 subunit",AP1S1
MGP003741,"8905 -
adaptor-related protein complex 1, sigma 2 subunit
AP1S2",-,"adaptor-related protein complex 1, sigma 2 subunit",AP1S2
